Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-90.86002	-125.0444	34.18438	0.000788854	0.00496796	0.0531294	0.0109592	0.0260824	0.0545836	0.047131	0.0734723	0.0228394	0.0177462	0.0329639	0.0416261	0.0293574	0.0258771	0.0128627	0.101182	0.0278112	0.0194493	0.0315035	0.0736338	0.0642635	0.0159963	0.0454723	0.0220326	0.0557399	0.00802858	0.0377902	0.00269716	0.00117841	0.829395	0.912809	0.971939	1.02887	1.09552	1.2057	0.1352563	0.000820726	0.00516868	0.055276	0.011402	0.0271362	0.056789	0.0490352	0.0764408	0.0237621	0.0184632	0.0342957	0.0433079	0.0305435	0.0269226	0.0133824	0.10527	0.0289348	0.0202351	0.0327763	0.0766088	0.06686	0.0166426	0.0473096	0.0229228	0.057992	0.00835296	0.039317	0.00280614	0.00122602	0.299898	0.700102	0.2998982	0.9611659
396	-95.80538	-128.2772	32.47185	0.0430562	0.0536306	0.143624	0.00891065	0.0255074	0.0778694	0.196686	0.160824	0.0125983	0.052042	0.0397347	0.0224472	0.0854169	0.0306605	0.0916659	0.295705	0.0620175	0.0604524	0.109848	0.0925768	0.119263	0.0467999	0.0509235	0.0520114	0.0605161	0.00676537	0.071161	0.084867	0.0234214	0.730053	0.857744	0.953254	1.04904	1.16585	1.36976	0.2275052	0.0197415	0.0245899	0.0658522	0.00408558	0.0116953	0.0357035	0.0901813	0.0737386	0.0057764	0.0238615	0.0182186	0.0102922	0.0391641	0.014058	0.0420293	0.135582	0.0284353	0.0277177	0.0503658	0.0424469	0.0546827	0.021458	0.0233487	0.0238475	0.0277469	0.00310196	0.0326277	0.0389119	0.0107388	0.156219	0.843781	0.1562185	2.181002
432	-97.74897	-131.6436	33.89461	0.0196526	0.00282183	0.00990551	0.0137054	0.00691517	0.0065646	0.0263407	0.0949561	0.00570836	0.0115615	0.00577757	0.026748	0.0082183	0.0109003	0.0488386	0.0298429	0.0110514	0.0166063	0.0490843	0.0377158	0.000874043	0.0385453	0.0206343	0.0486812	0.0225579	0.0335675	0.0166865	0.0266462	0.0564294	0.420774	0.655613	0.876592	1.14078	1.52529	2.37657	0.6259308	0.027776	0.00398824	0.014	0.0193706	0.00977357	0.00927809	0.0372287	0.134206	0.00806792	0.0163405	0.00816574	0.0378044	0.0116154	0.0154059	0.0690262	0.0421786	0.0156195	0.0234705	0.0693734	0.0533058	0.00123533	0.0544781	0.0291635	0.0688037	0.0318822	0.0474428	0.023584	0.0376605	0.0797546	0.422882	0.577118	0.4228822	0.7075375
468	-94.02293	-128.1683	34.14533	0.00421609	0.0061226	0.0114413	0.00796213	0.0507645	0.033729	0.0448289	0.0150325	0.00849173	0.0238955	0.0220458	0.0441003	0.128378	0.0577546	0.0353234	0.175134	0.0182732	0.00764405	0.0991179	0.0212442	0.0518191	0.0374917	0.0188154	0.0115887	0.0344932	0.0245254	0.0337401	0.0407905	0.0039619	0.919097	0.959691	0.987246	1.01292	1.042	1.08802	0.06100078	0.00393026	0.00570752	0.0106656	0.00742233	0.0473229	0.0314423	0.0417897	0.0140134	0.00791602	0.0222755	0.0205511	0.0411105	0.119675	0.0538391	0.0329286	0.163261	0.0170344	0.00712581	0.0923981	0.0198039	0.0483059	0.0349499	0.0175398	0.010803	0.0321547	0.0228627	0.0314526	0.0380251	0.0036933	0.246344	0.753656	0.2463443	1.072727
504	-97.95612	-130.9297	32.97354	0.00135026	0.000220091	0.00468497	0.00218814	0.00500565	0.00444314	0.00312251	0.00239941	0.00143546	0.00376064	0.0393417	0.00828515	0.032456	0.00476353	0.000281043	0.037317	0.0223255	0.0327621	0.00774733	0.0384542	0.0148462	0.0220377	0.00568389	0.000859719	0.00893451	0.0146479	0.00531704	0.0169746	0.00879041	0.115844	0.349502	0.720385	1.38815	2.86122	8.63229	1.558582	0.0038531	0.000628049	0.013369	0.00624407	0.0142841	0.0126789	0.00891036	0.00684692	0.00409622	0.0107313	0.112265	0.0236424	0.092616	0.0135932	0.000801981	0.106487	0.0637079	0.0934895	0.0221077	0.109732	0.0423649	0.0628865	0.0162195	0.00245329	0.0254954	0.041799	0.0151727	0.0484386	0.0250842	0.478386	0.521614	0.4783864	0.3504356
540	-89.71777	-123.5915	33.87368	0.0410309	0.00108308	0.0240793	0.0144944	0.0106982	0.00828286	0.0433696	0.155637	0.0105264	0.106181	0.0250754	0.0129048	0.0461713	0.0322984	0.0139537	0.0430701	0.0752512	0.0377221	0.00876727	0.0450255	0.0187559	0.0388022	0.0243827	0.0219054	0.00307892	0.0254824	0.0261861	0.0170015	0.00324289	0.521187	0.727742	0.905606	1.10423	1.37411	1.9187	0.4711846	0.0439087	0.00115905	0.0257682	0.015511	0.0114485	0.00886379	0.0464114	0.166553	0.0112647	0.113628	0.0268341	0.0138099	0.0494096	0.0345637	0.0149324	0.0460909	0.0805291	0.0403678	0.00938218	0.0481835	0.0200714	0.0415236	0.0260928	0.0234417	0.00329487	0.0272697	0.0280227	0.0181939	0.00347034	0.200982	0.799018	0.2009818	0.9344601
576	-93.11175	-127.3005	34.18873	0.0220714	0.00516278	0.0118964	0.00630158	0.0142068	0.0027358	0.0127859	0.03665	0.00611889	0.110582	0.0532079	0.0251553	0.0293122	0.033738	0.0199903	0.0380256	0.0381797	0.00943729	0.00376145	0.058084	0.013864	0.0138486	0.00665838	0.0127024	0.000469255	0.0562317	0.0188251	0.00685009	0.00404781	0.614658	0.788708	0.928624	1.07686	1.2679	1.62692	0.3519097	0.0328981	0.00769529	0.017732	0.00939272	0.0211757	0.00407779	0.0190578	0.0546281	0.00912041	0.164827	0.0793081	0.0374947	0.0436908	0.0502876	0.0297962	0.0566784	0.0569081	0.0140666	0.00560656	0.0865761	0.0206647	0.0206418	0.00992453	0.0189334	0.00069944	0.0838152	0.0280595	0.0102103	0.00603339	0.261868	0.738132	0.2618681	0.6709011
612	-88.62719	-122.4746	33.8474	0.0103864	0.0129328	0.00281738	0.00548231	0.00711869	0.0233976	0.0713666	0.0716067	0.00837346	0.0100935	0.0185804	0.0255576	0.0976267	0.0240295	0.0623107	0.127361	0.00736793	0.00830584	0.00634178	0.0324316	0.0849772	0.0144543	0.0269276	0.0276222	0.0377407	0.0228427	0.0122515	0.0296818	0.0196646	0.487039	0.704083	0.896317	1.11568	1.42029	2.05322	0.520184	0.011418	0.0142174	0.00309721	0.00602683	0.00782573	0.0257215	0.0784549	0.0787189	0.00920513	0.011096	0.0204259	0.0280961	0.107323	0.0264162	0.0684995	0.140011	0.00809973	0.00913079	0.00697165	0.0356527	0.0934174	0.01589	0.0296021	0.0303657	0.0414892	0.0251115	0.0134684	0.0326299	0.0216177	0.378893	0.621107	0.3788929	0.9096514
648	-85.41779	-119.2302	33.81237	0.0101981	0.0117712	0.000427232	0.00724362	0.00227444	0.0162995	0.057525	0.043206	0.051886	0.0380946	0.0396363	0.0183243	0.00164293	0.0849136	0.0269594	0.218771	0.0593592	0.0110557	0.0416306	0.0413313	0.0964869	0.0229647	0.0664817	0.0160186	0.00257469	0.0335036	0.0138173	0.0325609	0.0283074	0.599746	0.779317	0.92516	1.08089	1.28317	1.66737	0.3696679	0.00931104	0.0107473	0.000390071	0.00661357	0.00207661	0.0148818	0.0525215	0.0394479	0.0473729	0.0347811	0.0361887	0.0167305	0.00150003	0.0775279	0.0246145	0.199743	0.0541961	0.0100941	0.0380096	0.0377363	0.0880945	0.0209673	0.0606991	0.0146253	0.00235074	0.0305894	0.0126155	0.0297288	0.0258452	0.199673	0.800327	0.199673	1.095266
684	-92.30138	-126.254	33.95267	0.00597127	0.00897485	0.00219983	0.00778112	0.000419462	0.00411222	0.00905286	0.04133	0.00401343	0.0135559	0.0273134	0.0498851	0.0037678	0.0241392	0.00874579	0.0371514	0.010878	0.0429766	0.0128265	0.0212799	0.0410932	0.0304189	0.0132067	0.00291316	0.00292165	0.0139881	0.000883403	0.0160105	0.0223522	0.415556	0.651636	0.874929	1.14295	1.5346	2.40641	0.6349535	0.0124359	0.0186913	0.00458142	0.0162052	0.000873583	0.00856422	0.0188537	0.086075	0.00835848	0.028232	0.0568837	0.103892	0.00784693	0.0502729	0.0182142	0.0773726	0.0226548	0.0895043	0.0267128	0.0443182	0.0855819	0.0633513	0.0275047	0.00606703	0.0060847	0.029132	0.0018398	0.0333439	0.0465513	0.325675	0.674325	0.3256745	0.4801627
720	-89.97845	-123.4228	33.44435	0.0162928	0.00120789	0.0142098	0.00564072	0.0017091	0.0316619	0.225333	0.0460302	0.0482535	0.0330728	0.045304	0.0120547	0.0483952	0.0964963	0.0532585	0.0613962	0.167093	0.0274409	0.0320697	0.0371898	0.00248761	0.0417545	0.0615246	0.0959549	0.0677054	0.0021642	0.0130291	0.0128525	0.042543	0.540618	0.740849	0.910664	1.0981	1.3498	1.84974	0.4447182	0.0121215	0.000898645	0.0105718	0.00419658	0.00127153	0.0235558	0.167643	0.0342455	0.0358995	0.0246055	0.0337052	0.0089684	0.036005	0.0717912	0.0396232	0.0456774	0.124313	0.0204154	0.0238592	0.0276684	0.00185073	0.0310644	0.045773	0.0713884	0.0503714	0.00161012	0.00969335	0.00956196	0.0316511	0.287652	0.712348	0.2876521	1.344125
756	-93.67375	-127.567	33.89328	0.00846463	0.0128661	0.00535402	0.018066	0.00497924	0.00174223	0.0116137	0.0441732	0.0323663	0.0284245	0.0447723	0.0142283	0.0161291	0.0330038	0.0240712	0.114252	0.0511458	0.0151178	0.0152082	0.156868	0.0202047	0.00872375	0.00357733	0.021223	0.0390486	0.00310664	0.00313311	0.0988223	0.0363515	0.504754	0.716459	0.901202	1.10963	1.39575	1.98116	0.4943502	0.00954259	0.0145045	0.00603585	0.0203667	0.00561333	0.0019641	0.0130927	0.0497986	0.036488	0.0320443	0.050474	0.0160403	0.0181831	0.0372068	0.0271366	0.128801	0.0576591	0.017043	0.017145	0.176845	0.0227777	0.0098347	0.0040329	0.0239257	0.0440213	0.00350226	0.00353211	0.111407	0.0409808	0.311522	0.688478	0.3115221	0.8870372
792	-89.73647	-123.026	33.28954	0.133111	0.0092869	0.00952208	0.00980474	0.0670731	0.0204876	0.0918807	0.199934	0.00355741	0.0486252	0.0170828	0.0292184	0.02047	0.136342	0.075355	0.221255	0.118926	0.0307597	0.0620272	0.0416146	0.00286561	0.013826	0.0606522	0.082648	0.0144153	0.0806072	0.0161028	0.0704764	0.0573072	0.922342	0.961342	0.987775	1.01238	1.04021	1.0842	0.05845234	0.0762709	0.0053213	0.00545605	0.00561801	0.0384321	0.0117392	0.0526466	0.11456	0.00203836	0.0278617	0.00978827	0.0167418	0.0117291	0.0781227	0.0431776	0.126777	0.0681433	0.017625	0.0355409	0.0238447	0.00164196	0.00792212	0.0347531	0.0473564	0.0082598	0.0461871	0.00922673	0.0403822	0.0328364	0.414334	0.585666	0.4143341	1.745234
828	-92.1423	-126.0227	33.88038	0.0503246	0.0313183	0.00606211	0.00576036	0.00448691	0.00890802	0.0384786	0.00621996	0.00482653	0.116979	0.0527113	0.0226004	0.0127356	0.0498672	0.0554448	0.125335	0.00483305	0.00941004	0.00747817	0.0466172	0.00124691	0.0188786	0.0404939	0.042497	0.0288164	0.0261714	0.0301114	0.00724071	0.0172114	0.487621	0.704494	0.89648	1.11547	1.41946	2.05077	0.5193195	0.0576412	0.0358717	0.00694348	0.00659786	0.00513926	0.0102032	0.044073	0.00712428	0.00552826	0.133987	0.060375	0.0258863	0.0145872	0.0571174	0.0635059	0.143557	0.00553573	0.0107782	0.00856542	0.0533949	0.0014282	0.0216234	0.0463813	0.0486756	0.0330061	0.0299765	0.0344892	0.00829344	0.0197138	0.377528	0.622472	0.3775276	0.8730652
864	-97.34666	-130.8214	33.47472	0.0196343	0.0147548	0.00869862	0.00961542	0.00288868	0.03029	0.0196899	0.0267185	0.00590154	0.0195578	0.00669236	0.00446273	0.0378732	0.067872	0.0387274	0.1143	0.0348348	0.0543814	0.00189557	0.0315845	0.0370371	0.00468822	0.0246439	0.0347073	0.000356877	0.0449234	0.0193867	0.0139263	0.000678713	0.240071	0.498643	0.804852	1.24246	2.00544	4.16543	1.031689	0.0268698	0.0201921	0.0119042	0.0131588	0.00395319	0.0414522	0.0269458	0.0365645	0.00807632	0.026765	0.00915856	0.00610729	0.0518299	0.0928835	0.0529988	0.15642	0.0476718	0.0744214	0.00259411	0.0432237	0.0506857	0.00641587	0.0337255	0.0474974	0.00048839	0.0614781	0.0265309	0.0190583	0.000928825	0.394764	0.605236	0.3947637	0.7307216
900	-82.56453	-116.457	33.89244	0.0161485	0.000439147	0.0252661	0.00307164	0.00689834	0.0702315	0.0671896	0.103267	0.00949329	0.0845622	0.0191018	0.000609301	0.0418721	0.0651802	0.123154	0.116126	0.0355366	0.00227223	0.0235878	0.0385816	0.00905625	0.0524817	0.0512965	0.0701195	0.0635128	0.0512282	0.048297	0.0256689	0.0428622	0.880947	0.940052	0.980898	1.01947	1.06377	1.13514	0.09165459	0.0127443	0.000346573	0.0199399	0.00242413	0.00544414	0.0554264	0.0530258	0.0814982	0.00749207	0.0667361	0.0150751	0.000480857	0.0330453	0.0514399	0.0971927	0.0916462	0.0280453	0.00179324	0.0186154	0.0304484	0.00714715	0.0414183	0.040483	0.055338	0.050124	0.0404291	0.0381158	0.0202578	0.0338267	0.17192	0.82808	0.1719204	1.267113
936	-90.921	-124.8508	33.92978	0.0192201	5.43326e-05	0.022713	0.0504962	0.00949516	0.0223643	0.137934	0.0127755	0.000305923	0.031176	0.105202	0.0276411	0.0268377	0.118847	0.0404796	0.158858	0.0580879	0.00905651	0.00895562	0.100904	0.00236207	0.0269404	0.0516806	0.0743068	0.0690451	0.0399661	0.0464328	0.00220465	0.00675675	0.949702	0.975145	0.992179	1.00788	1.02549	1.05296	0.0373151	0.0150028	4.24109e-05	0.0177293	0.0394163	0.00741173	0.0174571	0.107668	0.00997226	0.000238797	0.0243354	0.0821184	0.0215761	0.0209489	0.0927695	0.0315975	0.124002	0.0453422	0.00706933	0.00699057	0.078764	0.00184379	0.0210291	0.0403408	0.0580024	0.0538952	0.0311967	0.0362445	0.0017209	0.00527418	0.626137	0.373863	0.6261374	1.281099
972	-87.91889	-121.5268	33.6079	0.00277518	0.000182331	0.00372646	0.0104249	0.00968974	0.00365344	0.0421849	0.0453568	0.00370993	0.0782935	0.0180049	0.00583359	0.00718296	0.0234834	0.0136944	0.0452865	0.00308432	0.0177017	0.0172359	0.0106069	0.00312578	0.0193407	0.0196978	0.0312081	0.0103244	0.00337856	0.0340956	0.0057724	0.0155636	0.257688	0.516165	0.813571	1.22915	1.93736	3.88067	0.9804863	0.00549956	0.000361324	0.00738471	0.0206589	0.0192021	0.00724	0.0835976	0.0898833	0.00735195	0.155154	0.0356803	0.0115604	0.0142344	0.0465369	0.0271381	0.0897439	0.00611218	0.0350794	0.0341563	0.0210196	0.00619434	0.0383273	0.0390349	0.061845	0.0204599	0.00669528	0.067567	0.0114391	0.0308423	0.358161	0.641839	0.3581615	0.5046187
1008	-92.40001	-125.911	33.51103	0.00376582	0.00312958	4.81664e-05	0.00548115	0.0308714	0.0249626	0.06195	0.0521008	0.0747914	0.193151	0.0138736	0.0157302	0.0130986	0.0193692	0.027079	0.140872	0.00227578	0.0982031	0.00263913	0.0459898	0.0246786	0.0754838	0.0765475	0.107755	0.0429955	0.0287352	0.0339671	0.0182532	0.014279	0.506959	0.717983	0.9018	1.10889	1.39279	1.97255	0.4911992	0.00300766	0.00249951	3.84692e-05	0.00437765	0.0246561	0.0199369	0.0494778	0.0416115	0.0597339	0.154265	0.0110804	0.0125633	0.0104615	0.0154697	0.0216272	0.11251	0.0018176	0.0784321	0.0021078	0.0367308	0.0197101	0.0602868	0.0611364	0.0860611	0.0343393	0.02295	0.0271286	0.0145783	0.0114043	0.42642	0.57358	0.4264195	1.252077
1044	-89.9616	-124.0292	34.06757	0.00926533	0.0302062	0.0229947	0.0360567	0.00253187	0.0140282	0.0532061	0.0643386	0.00854058	0.015955	0.0343277	0.00555662	0.0717099	0.0672179	0.0069113	0.0870789	0.053674	0.00966115	0.00411235	0.0107459	0.0375955	0.046592	0.0816773	0.025923	0.00713961	0.00121259	0.0191796	0.00714264	0.00499283	0.607821	0.784417	0.927044	1.0787	1.27483	1.64522	0.3599981	0.0110357	0.035978	0.0273885	0.0429464	0.00301566	0.0167087	0.0633727	0.0766324	0.0101725	0.0190037	0.040887	0.00661838	0.0854123	0.0800619	0.00823192	0.103718	0.06393	0.0115072	0.00489814	0.0127992	0.0447793	0.0554948	0.0972842	0.0308764	0.00850385	0.00144429	0.0228444	0.00850745	0.00594686	0.254986	0.745014	0.2549859	0.839574
