Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2664	-88.1955	-122.0952	33.89968	0.0121705	0.0104726	0.0111677	0.00422799	0.00789763	0.0419107	0.0806185	0.134745	0.0254634	0.0474999	0.0258294	0.0130953	0.122679	0.0545754	0.0215719	0.0898651	0.0673201	0.0191766	0.0260189	0.0371704	0.0195956	0.00327997	0.0131038	0.143533	0.163145	0.0321359	0.0383921	0.00167706	0.0518221	0.973623	0.987048	0.995941	1.00408	1.01312	1.02709	0.01932871	0.00921897	0.00793281	0.00845937	0.00320263	0.00598232	0.0317467	0.0610672	0.102067	0.0192881	0.0359804	0.0195654	0.00991951	0.0929271	0.04134	0.0163403	0.0680713	0.0509939	0.014526	0.0197089	0.0281559	0.0148434	0.00248452	0.0099259	0.108724	0.12358	0.0243424	0.0290814	0.00127035	0.0392544	0.282534	0.717466	0.2825341	1.320161
2700	-91.12004	-124.906	33.78599	0.06229	0.0220057	0.0137092	0.00839188	0.00349373	0.00801377	0.0624502	0.0443713	0.0110116	0.0903954	0.0189211	0.0289526	0.0273683	0.103629	0.123157	0.118476	0.145894	0.0619801	0.00608141	0.0726544	0.0434322	0.114326	0.00703754	0.101955	0.00747718	0.0323382	0.0139555	0.0375856	0.0226591	0.980839	0.990609	0.997061	1.00295	1.00948	1.01954	0.01398907	0.044052	0.0155626	0.00969527	0.00593479	0.00247079	0.00566739	0.0441652	0.0313797	0.0077875	0.0639283	0.0133811	0.0204755	0.0193551	0.0732871	0.0870977	0.0837874	0.103177	0.0438328	0.00430082	0.0513817	0.0307155	0.0808519	0.004977	0.0721032	0.00528791	0.0228698	0.00986946	0.0265808	0.0160247	0.195936	0.804064	0.1959362	1.414013
2736	-100.7418	-134.7258	33.98401	0.0142916	0.112272	0.0926544	0.00217902	0.0773975	0.000198356	0.0179182	0.0455313	0.0966842	0.013898	0.0363884	0.0118844	0.0617683	0.0877536	0.017335	0.0516856	0.0542919	0.0864325	0.0364452	0.0184699	0.0143666	0.018916	0.0122935	0.0250957	0.025526	0.012206	0.0257751	0.0312884	0.0166584	0.786625	0.88954	0.964141	1.03719	1.12418	1.27125	0.1735394	0.0127877	0.100458	0.0829044	0.00194972	0.069253	0.000177483	0.0160326	0.04074	0.0865102	0.0124355	0.0325592	0.0106338	0.0552684	0.0785193	0.0155108	0.0462468	0.0485788	0.0773373	0.0326101	0.0165263	0.0128548	0.0169255	0.0109998	0.0224549	0.0228399	0.0109216	0.0230627	0.0279959	0.0149054	0.091772	0.908228	0.09177199	1.117605
2772	-87.58737	-121.5275	33.94014	0.00269006	0.0779638	0.0103805	0.0260193	0.01086	0.017	0.0904882	0.0402081	0.0285361	0.0527715	0.135771	0.0107122	0.0520102	0.0563241	0.0330158	0.16967	0.0558807	0.0346703	0.0338717	0.0437705	0.0173363	0.0257214	0.00316674	0.0359315	0.022595	0.0314279	0.0127733	0.0106226	0.0354832	0.813065	0.903999	0.969003	1.03199	1.1062	1.22991	0.1496353	0.00228422	0.0662016	0.00881441	0.0220939	0.00922155	0.0144353	0.0768365	0.034142	0.024231	0.04481	0.115288	0.00909611	0.0441636	0.0478266	0.0280348	0.144072	0.0474502	0.0294397	0.0287616	0.0371669	0.0147209	0.0218409	0.00268898	0.0305106	0.0191862	0.0266865	0.0108462	0.00902	0.03013	0.297054	0.702946	0.2970542	1.177672
2808	-92.6701	-126.0301	33.36002	0.00131858	0.0753032	0.00878719	0.0360176	0.0375761	0.0156528	0.0297526	0.278461	0.0271156	0.0499175	0.0190388	0.0480541	0.0816031	0.0596942	0.0332513	0.271816	0.00697999	0.0448328	0.0847037	0.0874605	0.0564079	0.00103125	0.0109587	0.0047097	0.00163683	0.0217677	0.0385129	0.0915491	0.0373524	0.71307	0.847954	0.949847	1.0528	1.17931	1.40239	0.2445241	0.000844563	0.0482323	0.00562826	0.0230696	0.0240678	0.0100258	0.0190568	0.178356	0.0173677	0.0319725	0.0121945	0.030779	0.0522674	0.0382345	0.0212977	0.1741	0.00447073	0.0287157	0.0542533	0.0560191	0.0361297	0.000660521	0.00701912	0.0030166	0.0010484	0.0139424	0.0246678	0.0586379	0.0239245	0.273918	0.726082	0.2739181	1.561263
2844	-98.28261	-131.1331	32.85046	0.0301919	0.0790652	0.000153321	9.79537e-05	0.0922809	0.0451969	0.103203	0.204395	0.00388626	0.174473	0.106409	0.0124534	0.06481	0.0375195	0.0360855	0.101208	0.208195	0.157735	0.00341327	0.0419667	0.0208191	0.085932	0.0680532	0.0934029	0.00992718	0.0537545	0.00391156	0.0644879	0.0406516	0.749665	0.868905	0.957107	1.04482	1.15087	1.33393	0.2083368	0.0155334	0.0406781	7.88819e-05	5.0396e-05	0.0474775	0.0232533	0.0530968	0.105159	0.00199944	0.0897641	0.0547464	0.00640715	0.033344	0.0193034	0.0185656	0.0520704	0.107114	0.0811527	0.00175609	0.0215914	0.0107112	0.044211	0.0350126	0.0480547	0.00510742	0.027656	0.00201245	0.0331783	0.0209148	0.623979	0.376021	0.6239794	1.943679
2880	-91.35856	-125.1655	33.8069	0.01853	0.0762444	0.000718095	0.000453151	0.0387205	0.063844	0.0369849	0.0679712	0.00746447	0.0253937	0.0403232	0.0188309	0.0421596	0.0331539	0.0251441	0.15347	0.0704755	0.140894	0.028546	0.0253694	0.0707803	0.0363631	0.0213114	0.0466641	0.0478399	0.0487709	0.00433097	0.0315939	0.140067	0.921506	0.960917	0.987639	1.01252	1.04067	1.08518	0.05910785	0.0136009	0.0559628	0.000527076	0.000332609	0.0284206	0.0468609	0.0271466	0.0498903	0.00547886	0.0186388	0.0295969	0.0138217	0.0309448	0.0243347	0.0184556	0.112646	0.0517284	0.103415	0.0209525	0.018621	0.0519522	0.0266902	0.0156424	0.0342511	0.0351141	0.0357975	0.0031789	0.0231896	0.102808	0.481508	0.518492	0.4815077	1.362413
2916	-90.64527	-123.4698	32.82451	0.000938479	0.00224615	0.00125105	0.00541973	0.000373217	0.00239735	0.00752578	0.00871551	0.0058012	0.00559068	0.0175291	0.00389262	0.0132807	0.00761944	0.00769562	0.017877	0.00172314	0.00769548	0.0059395	0.00710984	0.0173096	0.00994057	0.00127456	0.00337259	0.00290161	0.00506264	0.00233828	0.00412293	0.0103271	0.142798	0.38704	0.743682	1.34466	2.58371	7.0029	1.407326	0.00501133	0.0119941	0.0066804	0.0289405	0.00199292	0.0128015	0.0401865	0.0465395	0.0309775	0.0298533	0.0936028	0.020786	0.0709167	0.0406866	0.0410934	0.0954605	0.00920128	0.0410927	0.031716	0.0379654	0.0924303	0.0530811	0.00680593	0.0180091	0.0154941	0.0270337	0.0124861	0.0220158	0.055145	0.494073	0.505927	0.4940729	0.1872714
2952	-90.31189	-124.3331	34.02118	0.0279209	0.0430101	0.000364231	0.0513849	0.0143767	0.0516225	0.0349316	0.112299	0.00643571	0.090238	0.0228616	0.00906206	0.01263	0.0769011	0.0383089	0.0725738	0.0449251	0.0169574	0.0576412	0.0428607	0.0610618	0.0286213	0.0665284	0.0136095	0.0636186	0.098943	0.00834965	0.0158459	0.0086502	0.931365	0.965917	0.98924	1.01088	1.03529	1.07369	0.05141301	0.0234131	0.0360662	0.000305426	0.0430888	0.0120556	0.0432881	0.0292919	0.0941686	0.00539666	0.0756691	0.0191706	0.00759899	0.0105909	0.0644854	0.0321239	0.0608568	0.0376719	0.0142196	0.0483351	0.0359408	0.0512034	0.0240004	0.0557875	0.0114123	0.0533474	0.0829687	0.0070016	0.0132876	0.00725363	0.184148	0.815852	0.1841477	1.192534
2988	-91.37475	-125.1096	33.73481	0.0356359	0.00649602	0.000158665	0.014881	0.00795052	0.00806325	0.153906	0.0546914	0.0298538	0.0220703	0.0216783	0.0451949	0.0267464	0.164104	0.0739607	0.194833	0.0396642	0.0274548	0.054705	0.141882	0.0249561	0.0115932	0.0801873	0.0306361	0.0890172	0.0568613	0.0118571	0.0161907	0.00959145	0.983539	0.991938	0.997478	1.00253	1.00813	1.01674	0.01200175	0.024495	0.00446517	0.000109062	0.0102288	0.00546494	0.00554244	0.10579	0.0375932	0.0205206	0.0151704	0.014901	0.0310656	0.0183846	0.1128	0.0508384	0.133923	0.027264	0.0188716	0.0376025	0.0975255	0.017154	0.00796884	0.0551183	0.0210583	0.0611877	0.0390847	0.00815021	0.011129	0.00659287	0.361784	0.638216	0.3617844	1.454821
3024	-99.43342	-133.3302	33.89673	0.0692933	0.00960616	0.0417484	0.0151376	0.00358743	0.0537246	0.0786752	0.0104702	0.0197472	0.0803346	0.039555	0.0243397	0.00236942	0.0559627	0.0175185	0.0863658	0.0354364	0.0376098	0.0463678	0.0610937	0.0355331	0.00894649	0.00227218	0.00371128	0.00444186	0.0235086	0.0203621	0.00211607	0.0232864	0.523696	0.729448	0.906268	1.10343	1.3709	1.9095	0.4677123	0.0758862	0.0105201	0.0457205	0.0165778	0.00392875	0.0588362	0.0861607	0.0114664	0.0216261	0.087978	0.0433184	0.0266555	0.00259486	0.0612872	0.0191852	0.094583	0.038808	0.0411882	0.0507794	0.0669064	0.0389139	0.0097977	0.00248837	0.00406438	0.00486448	0.0257453	0.0222995	0.0023174	0.025502	0.22176	0.77824	0.2217596	0.9131216
3060	-94.35595	-128.4802	34.12425	0.0294557	0.00908113	0.0212818	0.0174565	0.00832246	0.00411691	0.049433	0.0565292	0.0248055	0.0193922	0.023153	0.0399466	0.0213836	0.0654625	0.0597325	0.0811475	0.033139	0.00489595	0.0402273	0.0832731	0.0705664	0.0128648	0.0325943	0.000193266	0.00366994	0.0185315	0.074443	0.000372589	0.00300791	0.71321	0.848035	0.949875	1.05277	1.1792	1.40211	0.2443824	0.0324231	0.00999596	0.0234258	0.0192151	0.00916087	0.00453164	0.0544129	0.062224	0.0273045	0.0213458	0.0254855	0.0439709	0.0235378	0.0720573	0.06575	0.0893223	0.0364775	0.00538918	0.0442798	0.0916621	0.0776753	0.0141608	0.0358778	0.000212736	0.00403965	0.0203983	0.0819424	0.000410124	0.00331093	0.295547	0.704453	0.2955469	0.9084793
3096	-90.35888	-124.3712	34.01236	0.0319823	0.0292052	0.0160905	0.0553703	0.0421449	0.0503491	0.0326991	0.0799296	0.0310144	0.0375848	0.056651	0.0117143	0.0162553	0.0468337	0.0317701	0.0935042	0.00962015	0.0763697	0.0456141	0.0897492	0.0479668	0.00695711	0.0429752	0.00180911	0.0789011	0.0344326	0.0244272	0.0115736	0.0348741	0.885307	0.942318	0.981635	1.01871	1.06121	1.12955	0.08808451	0.0273734	0.0249966	0.0137718	0.0473911	0.0360716	0.0430935	0.027987	0.0684113	0.026545	0.0321686	0.0484873	0.0100262	0.0139128	0.0400847	0.0271919	0.0800297	0.00823383	0.0653644	0.0390409	0.0768158	0.0410545	0.00595455	0.0367822	0.0015484	0.067531	0.0294707	0.0209071	0.00990575	0.0298485	0.172066	0.827934	0.1720663	1.168369
3132	-93.58603	-127.0321	33.44609	0.0162714	0.0185516	0.014452	0.0260119	0.00581366	0.0183979	0.0227113	0.022483	0.0243284	0.0471889	0.0673243	0.000621576	0.0385862	0.0201794	0.0219249	0.0664282	0.0869666	0.0260882	0.00779045	0.0576251	0.106554	0.0275551	0.0132365	0.0185708	0.0154236	0.0267733	0.0508531	0.00939217	0.00750032	0.271476	0.529455	0.820049	1.21944	1.88873	3.68357	0.9427963	0.0183732	0.020948	0.0163188	0.029372	0.00656463	0.0207744	0.0256449	0.0253872	0.027471	0.0532844	0.0760208	0.000701867	0.0435705	0.022786	0.024757	0.0750089	0.0982002	0.0294581	0.00879676	0.0650687	0.120318	0.0311145	0.0149463	0.0209696	0.0174159	0.0302316	0.0574219	0.0106054	0.00846916	0.253174	0.746826	0.2531744	0.8856043
3168	-94.33627	-127.9582	33.62194	0.00738939	0.00359854	0.0202573	0.0205366	0.178424	0.00132711	0.121967	0.0671514	0.00277028	0.14081	0.0523883	0.030866	0.00339928	0.138332	0.0392921	0.0773837	0.0817876	0.0454203	0.00571234	0.0805157	0.0620084	0.0361448	0.0443664	0.014711	0.0101473	0.0248042	0.0110637	0.0569493	0.00837397	0.746259	0.866978	0.956444	1.04554	1.15343	1.34002	0.2116298	0.00532416	0.0025928	0.0145957	0.0147969	0.128557	0.000956204	0.0878789	0.0483835	0.00199603	0.101456	0.0377465	0.0222394	0.00244923	0.0996701	0.0283105	0.055756	0.0589291	0.032726	0.00411582	0.0580127	0.0446779	0.0260428	0.0319666	0.0105995	0.00731131	0.0178718	0.00797157	0.0410328	0.00603357	0.500715	0.499285	0.5007149	1.387898
3204	-92.22787	-126.3354	34.10752	0.00786442	0.000455806	0.0695511	0.0297959	0.0109688	0.0170381	0.0199447	0.00490506	0.001809	0.138321	0.0376655	0.0402876	0.048649	0.123919	0.0208822	0.100297	0.0877687	0.0388917	0.0167706	0.032339	0.0509801	0.0703168	0.0186615	0.0131866	0.0155838	0.0409336	0.000273392	0.0689557	0.0337592	0.997799	0.998926	0.999665	1.00034	1.00108	1.00221	0.001593194	0.00677515	0.000392674	0.0599178	0.0256689	0.00944954	0.0146782	0.0171822	0.00422568	0.00155844	0.119162	0.0324486	0.0347075	0.0419109	0.106755	0.0179899	0.0864051	0.0756122	0.033505	0.0144478	0.0278598	0.043919	0.0605775	0.0160768	0.0113601	0.0134254	0.0352641	0.000235526	0.0594049	0.0290834	0.399966	0.600034	0.3999663	1.160774
3240	-98.92726	-132.2009	33.27364	0.0364875	0.00763193	0.0288309	0.0190999	0.0113374	0.000735545	0.166587	0.0101942	0.0113568	0.0911061	0.0647195	0.00561815	0.0395836	0.09334	0.0232308	0.202942	0.0563871	0.00306575	0.169996	0.0101067	0.0145264	0.0174811	0.0370509	0.0222122	0.00010511	0.0731701	0.0164996	0.0616604	0.00946277	0.398796	0.638683	0.869466	1.15013	1.56572	2.50755	0.6647206	0.0279699	0.00585035	0.0221007	0.0146412	0.00869081	0.000563841	0.1277	0.00781449	0.00870566	0.0698385	0.0496115	0.00430666	0.0303433	0.0715509	0.0178078	0.155568	0.0432242	0.00235009	0.130312	0.0077474	0.0111354	0.0134004	0.0284018	0.017027	8.05731e-05	0.0560894	0.0126479	0.0472665	0.0072538	0.192076	0.807924	0.192076	1.304526
3276	-93.14732	-126.197	33.04969	0.0429274	0.0350984	0.101606	0.00419376	0.137931	0.00745645	0.0479626	0.126369	0.0183892	0.0854421	0.0123002	0.037985	0.0823532	0.1102	0.114723	0.224874	0.0860317	0.0277379	0.147954	0.00105644	0.0323557	0.093415	0.0316712	0.0495489	0.00921479	0.0918808	0.0371748	0.132144	0.00238281	0.964846	0.982698	0.99457	1.00546	1.01761	1.03644	0.02587664	0.0222148	0.0181633	0.0525807	0.00217026	0.0713788	0.00385869	0.0248205	0.0653957	0.00951632	0.044216	0.00636532	0.0196571	0.0426175	0.0570282	0.059369	0.116371	0.0445211	0.0143543	0.0765656	0.000546706	0.0167439	0.0483419	0.0163897	0.0256414	0.00476862	0.047548	0.0192378	0.0683841	0.0012331	0.218468	0.781532	0.2184675	1.93238
3312	-90.85694	-124.9164	34.05943	0.0255191	0.0103803	0.00983173	0.0161646	0.0677722	0.0227407	0.0211253	0.122134	0.0172297	0.0582151	0.0397223	0.0222605	0.0149386	0.0429662	0.0225213	0.100647	0.0165278	0.0291157	0.0712852	0.0360838	0.0454439	0.0116204	0.0103517	0.0350561	0.0140748	0.0458549	0.016064	0.060441	0.0179212	0.760615	0.875072	0.959221	1.04251	1.14276	1.31472	0.1978514	0.0249208	0.0101369	0.00960121	0.0157856	0.0661832	0.0222075	0.02063	0.119271	0.0168258	0.0568501	0.038791	0.0217385	0.0145884	0.0419588	0.0219933	0.0982868	0.0161403	0.0284331	0.0696139	0.0352378	0.0443785	0.0113479	0.010109	0.0342341	0.0137448	0.0447797	0.0156874	0.0590239	0.0175011	0.15128	0.84872	0.1512804	1.024009
3348	-86.55391	-120.7673	34.21342	0.0102381	0.0243824	0.00871119	0.00392078	0.0235786	0.00310105	0.0654088	0.0390778	0.0242484	0.0184051	0.0368998	0.000448176	0.0475504	0.111332	0.0302042	0.14696	0.0212784	0.0320687	0.0261218	0.00131567	0.0553393	0.030098	0.00888996	0.0415487	0.0138845	0.0093065	0.0256593	0.0100268	0.0269973	0.795464	0.894401	0.965782	1.03543	1.11807	1.25713	0.1654593	0.0114137	0.0271821	0.00971145	0.00437098	0.026286	0.00345713	0.0729194	0.043565	0.0270328	0.0205185	0.0411368	0.000499637	0.0530104	0.124116	0.0336724	0.163834	0.0237217	0.035751	0.0291212	0.00146675	0.0616937	0.033554	0.00991075	0.0463195	0.0154788	0.0103751	0.0286056	0.0111781	0.0300973	0.416513	0.583487	0.4165133	0.8970015
3384	-89.44459	-122.5397	33.09511	0.030654	0.00342488	0.0886465	0.0459844	0.00488506	0.000367671	0.115927	0.120688	0.0113276	0.107622	0.0876775	0.0166707	0.00517378	0.0648258	0.0678346	0.111242	0.0140013	0.0759686	0.06295	0.0394728	0.0426639	0.121464	0.0105851	0.0540537	0.0245595	0.213556	0.0171584	0.0179124	0.0613524	0.572699	0.761974	0.918687	1.08851	1.31238	1.74612	0.4030347	0.0187069	0.00209007	0.0540973	0.0280624	0.00298115	0.000224374	0.0707452	0.0736508	0.00691275	0.0656775	0.053506	0.0101734	0.00315734	0.0395605	0.0413967	0.0678863	0.00854443	0.0463605	0.0384157	0.0240886	0.026036	0.0741242	0.00645964	0.0329868	0.0149877	0.130325	0.010471	0.0109312	0.0374409	0.469053	0.530947	0.4690531	1.63865
3420	-94.49897	-127.8448	33.3458	0.00631223	0.029023	0.0161891	0.0209098	0.00696987	0.00979571	0.0825457	0.0624251	0.0101244	0.121649	0.00527664	0.0559054	0.0109963	0.0318754	0.00798005	0.176473	0.0329013	0.0241069	0.0420347	0.0309891	0.119854	0.0559361	0.0308313	0.0384242	0.0358712	0.128773	0.00113789	0.0313929	0.0358963	0.410531	0.647781	0.873311	1.14507	1.54373	2.43587	0.6437503	0.00499939	0.0229867	0.012822	0.0165609	0.00552025	0.00775837	0.0653775	0.0494417	0.00801872	0.0963481	0.00417919	0.044278	0.00870922	0.0252458	0.00632033	0.13977	0.0260584	0.0190931	0.0332922	0.0245439	0.0949262	0.0443023	0.0244189	0.0304326	0.0284105	0.101991	0.00090123	0.0248637	0.0284304	0.309931	0.690069	0.3099309	1.2626
3456	-86.54872	-120.5268	33.97807	0.000176543	0.0045186	0.0195757	0.0464937	0.0501929	0.00384014	0.0186295	0.145507	0.0596652	0.0503222	0.0571692	0.0296087	0.0201766	0.0707241	0.01955	0.088938	0.0281218	0.0272809	0.0724804	0.0866785	0.00788231	0.000396402	0.0683585	0.0247357	0.00723447	0.0399052	0.00822853	0.0375974	0.00139777	0.754343	0.871545	0.958013	1.04383	1.14739	1.32566	0.2038394	0.00016117	0.00412512	0.017871	0.042445	0.0458221	0.00350574	0.0170073	0.132837	0.0544696	0.0459402	0.0521909	0.0270303	0.0184196	0.0645655	0.0178475	0.0811933	0.025673	0.0249052	0.0661688	0.0791306	0.00719591	0.000361883	0.0624058	0.0225817	0.00660449	0.0364302	0.00751198	0.0343234	0.00127606	0.151931	0.848069	0.1519314	1.095386
3492	-89.73981	-123.033	33.2932	0.0022853	0.00487175	0.00421806	7.6226e-06	0.0243168	0.00989853	0.0382246	0.0927511	0.00458303	0.00533928	0.01196	0.0179879	0.0244599	0.017942	0.0308014	0.0317387	0.00431171	0.00883122	0.0638192	0.0342972	0.00950945	0.0163297	0.0840921	0.00932434	0.00507144	0.0334938	0.0117329	0.0187042	0.0444376	0.17745	0.430301	0.768677	1.30094	2.32395	5.63539	1.250234	0.00343478	0.00732218	0.00633969	1.14567e-05	0.0365479	0.0148774	0.0574512	0.139404	0.00688824	0.00802488	0.0179758	0.0270356	0.036763	0.0269666	0.0462942	0.0477029	0.00648046	0.0132732	0.0959195	0.0515483	0.0142926	0.0245433	0.126389	0.0140144	0.00762231	0.0503408	0.0176345	0.0281123	0.0667892	0.527034	0.472966	0.5270337	0.6653409
3528	-92.10403	-125.8191	33.71511	0.0637341	0.00236797	0.00182125	0.0416331	0.0029433	0.00275579	0.035003	0.09552	0.00649549	0.0168874	0.00122667	0.0103628	0.0327387	0.0332736	0.0372589	0.142039	0.00530365	0.0878439	0.114062	0.0186131	0.00249144	0.0703362	0.00194796	0.0354799	0.000687176	0.0303242	0.000112232	0.0257059	0.0280089	0.425396	0.659115	0.87805	1.13889	1.51718	2.35075	0.6180326	0.0673026	0.00250055	0.00192323	0.0439642	0.0031081	0.00291009	0.0369629	0.100868	0.00685918	0.017833	0.00129536	0.0109431	0.0345718	0.0351366	0.0393451	0.149992	0.00560061	0.0927624	0.120448	0.0196553	0.00263094	0.0742744	0.00205702	0.0374664	0.000725652	0.0320221	0.000118516	0.0271452	0.0295772	0.394446	0.605554	0.3944463	0.9469773
3564	-95.00804	-128.7159	33.7079	0.0255613	0.0289065	0.029277	0.00555591	0.0209262	0.00427605	0.0363468	0.0751079	0.0137894	0.00352454	0.0497803	0.0318116	0.00623187	0.0469213	0.0332745	0.0949724	0.00203254	0.0482887	0.0570903	0.0625992	0.00840174	0.00760129	0.000372495	0.0358663	0.00027033	0.0332383	2.20987e-06	0.0159146	0.00294665	0.347356	0.597083	0.851387	1.17455	1.67481	2.87889	0.7645765	0.0327336	0.0370174	0.0374919	0.00711486	0.026798	0.00547587	0.0465454	0.0961827	0.0176586	0.0045135	0.0637483	0.0407376	0.00798049	0.0600871	0.042611	0.121621	0.00260286	0.0618382	0.0731094	0.0801641	0.0107592	0.00973415	0.000477015	0.0459302	0.000346182	0.0425647	2.82994e-06	0.0203802	0.00377346	0.352305	0.647695	0.3523046	0.7808882
3600	-93.48623	-127.0832	33.59701	0.0417143	0.0273977	0.00155334	0.0233238	0.0092243	0.0202651	0.161286	0.0476595	0.0498653	0.023816	0.121167	0.0130517	0.0795605	0.0951136	0.0115715	0.108015	0.051168	0.0415069	0.0176128	0.0984928	0.0240279	0.0628061	0.00166673	0.0315906	0.00160874	0.0742598	0.0564056	0.0215443	0.0250382	0.665602	0.819939	0.939943	1.06389	1.2196	1.5024	0.2943344	0.0310764	0.0204108	0.00115721	0.0173758	0.00687194	0.0150972	0.120155	0.0355055	0.0371488	0.0177425	0.0902671	0.00972331	0.0592712	0.070858	0.00862053	0.0804696	0.0381192	0.030922	0.0131213	0.0733754	0.0179004	0.0467894	0.00124169	0.0235345	0.00119848	0.0553223	0.0420212	0.0160502	0.018653	0.377164	0.622836	0.3771638	1.342313
3636	-91.94102	-125.6799	33.73888	0.014224	0.00892706	0.0146281	0.00764917	0.0111005	0.00702639	0.0127241	0.0439007	0.105504	0.0124848	0.0305978	0.020998	0.0132634	0.0205983	0.0340536	0.102486	0.0727993	0.020581	0.0189465	0.0929676	0.0225999	0.0104401	0.00521363	0.00317501	9.73775e-05	0.0615718	0.00777916	0.0271004	0.0699632	0.401115	0.640491	0.870233	1.14912	1.5613	2.49305	0.6605292	0.0162857	0.010221	0.0167485	0.00875791	0.0127095	0.00804486	0.0145685	0.0502641	0.120797	0.0142945	0.0350329	0.0240417	0.0151859	0.0235841	0.0389897	0.117341	0.0833515	0.0235642	0.0216928	0.106443	0.0258758	0.0119534	0.00596935	0.00363523	0.000111492	0.0704966	0.00890675	0.0310286	0.0801044	0.185867	0.814133	0.1858665	0.8734004
3672	-88.0389	-121.4072	33.3683	0.0129039	0.015386	0.0285725	0.0235224	0.022437	0.012884	0.0516603	0.0153858	0.0192127	0.0130809	0.0391491	0.0181884	0.0144909	0.024527	0.0493782	0.15255	0.0108844	0.041861	0.0563365	0.0368705	0.0950568	0.0348193	0.0671801	0.0100319	0.0360846	0.0682952	0.11041	0.0813386	0.00897359	0.365078	0.61175	0.857857	1.1657	1.63465	2.73914	0.728597	0.0110151	0.0131339	0.0243903	0.0200793	0.0191528	0.0109981	0.0440987	0.0131338	0.0164005	0.0111662	0.0334187	0.0155261	0.0123698	0.0209369	0.0421506	0.130221	0.00929125	0.0357337	0.0480903	0.0314737	0.0811431	0.0297227	0.0573467	0.0085635	0.0308028	0.0582986	0.0942488	0.0694328	0.0076601	0.216821	0.783179	0.2168206	1.171472
3708	-91.43749	-125.0691	33.63157	0.00413737	0.0883514	0.0082073	0.0135313	0.0237011	0.0086075	0.0603735	0.079535	0.0033445	0.0444817	0.016523	0.0123703	0.0343058	0.0725345	0.0974095	0.074229	0.00870414	0.0710755	0.118767	0.0331371	0.102881	0.00948679	0.0108412	0.0964935	0.0501616	0.0764654	0.0657461	0.0674663	0.04612	0.771287	0.881039	0.961257	1.0403	1.13502	1.29653	0.1877771	0.0029574	0.0631538	0.0058666	0.00967218	0.0169416	0.00615266	0.0431551	0.0568518	0.00239065	0.0317956	0.0118107	0.00884231	0.0245218	0.0518478	0.0696285	0.0530591	0.00622174	0.0508049	0.084895	0.0236865	0.0735393	0.00678118	0.00774929	0.0689737	0.0358556	0.0546577	0.0469955	0.0482251	0.0329667	0.273167	0.726833	0.2731668	1.398988
3744	-95.58719	-128.859	33.2718	0.0152057	0.00397794	0.0235421	0.000966161	0.0483985	0.0893473	0.126124	0.0803987	0.0104078	0.0691002	0.0183339	0.000623987	0.0139395	0.0257498	0.0574998	0.146913	0.015927	0.0475036	0.0522921	0.0408697	0.0427383	0.0249455	0.0692068	0.0142123	0.00930905	0.0258125	0.120975	0.00834076	0.0616405	0.371654	0.6171	0.860191	1.16253	1.62048	2.69068	0.7156882	0.012027	0.00314636	0.0186207	0.000764185	0.0382808	0.0706693	0.0997575	0.0635914	0.00823203	0.0546548	0.0145012	0.000493543	0.0110255	0.0203668	0.0454795	0.116201	0.0125975	0.037573	0.0413605	0.0323259	0.0338039	0.0197307	0.0547391	0.0112412	0.007363	0.0204164	0.0956856	0.00659713	0.0487546	0.270354	0.729646	0.2703541	1.264302
