Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-93.7035	-126.9748	33.27129	0.0056668	0.00923629	0.0367092	0.0133684	0.092906	0.0459416	0.025989	0.0203405	0.00869009	0.019787	0.00513355	0.0019944	0.128351	0.0473898	0.0870282	0.114142	0.0751444	0.0297798	0.00680751	0.00979628	0.12745	0.0211315	0.00276302	0.006152	0.0402719	0.0099036	0.0379818	0.109343	0.0344651	0.320354	0.573977	0.840968	1.18911	1.74223	3.12155	0.8230899	0.0048283	0.00786962	0.0312774	0.0113903	0.0791589	0.0391437	0.0221435	0.0173308	0.00740424	0.0168592	0.00437395	0.00169929	0.109359	0.0403776	0.0741509	0.0972525	0.0640255	0.0253733	0.00580022	0.00834675	0.108592	0.0180047	0.00235418	0.00524171	0.034313	0.00843819	0.0323617	0.0931642	0.0293654	0.417758	0.582242	0.417758	1.173664
396	-96.90298	-130.8748	33.97186	0.0110785	0.0167637	0.0311204	0.0181702	0.0214893	0.00144962	0.0925496	0.0846	0.00749688	0.052023	0.00354174	0.0214152	0.0196094	0.0552129	0.0473438	0.0520635	0.010541	0.0656902	0.0182823	0.0343879	0.0494396	0.0591069	0.0393366	0.0370229	0.00584319	0.00523596	0.0152213	0.0616876	0.0239763	0.618618	0.791182	0.929531	1.07581	1.26393	1.61651	0.3472665	0.0115197	0.0174313	0.0323598	0.0188939	0.0223451	0.00150735	0.0962355	0.0879693	0.00779545	0.0540948	0.00368279	0.0222681	0.0203904	0.0574117	0.0492293	0.054137	0.0109608	0.0683064	0.0190104	0.0357574	0.0514086	0.0614609	0.0409032	0.0384974	0.0060759	0.00544448	0.0158275	0.0641444	0.0249311	0.600029	0.399971	0.6000295	0.9616996
432	-90.11015	-123.4844	33.37426	0.0156465	0.0604469	0.00666184	0.0154469	0.0482692	0.0244838	0.0436287	0.117399	0.00302265	0.0888568	0.0348934	0.0432727	0.123071	0.0682894	0.0339409	0.133741	0.0865414	0.0105502	0.0262462	0.05925	0.195868	0.0572619	0.0799366	0.0455476	0.0174808	0.0141198	0.0458787	0.0877174	0.0936704	0.914655	0.957426	0.986518	1.01367	1.04447	1.09331	0.06450393	0.00930705	0.0359559	0.00396269	0.00918836	0.0287121	0.0145638	0.0259518	0.069833	0.00179798	0.0528551	0.0207558	0.0257401	0.0732071	0.0406208	0.0201892	0.079554	0.0514778	0.00627563	0.0156121	0.0352439	0.116509	0.0340614	0.047549	0.0270933	0.0103982	0.00839892	0.0272902	0.0521773	0.0557184	0.200446	0.799554	0.2004457	1.681141
468	-90.85653	-124.484	33.62748	0.00563766	0.014324	0.0217944	0.0229257	0.0187383	0.00675001	0.0191657	0.0396176	0.0169991	0.0398533	0.0163573	0.0133102	0.195329	0.028039	0.000829976	0.12867	0.0651582	0.00308842	0.0242944	0.0212257	0.096679	0.059699	0.0246725	0.0494707	0.0215543	0.0116843	0.0153296	0.0427864	0.0130135	0.426339	0.659828	0.878346	1.1385	1.51555	2.34555	0.6164304	0.00543653	0.013813	0.0210168	0.0221077	0.0180698	0.00650918	0.0184819	0.0382042	0.0163926	0.0384315	0.0157737	0.0128353	0.18836	0.0270386	0.000800365	0.12408	0.0628335	0.00297823	0.0234277	0.0204684	0.0932297	0.0575691	0.0237923	0.0477057	0.0207853	0.0112675	0.0147827	0.0412599	0.0125492	0.173289	0.826711	0.1732887	1.036998
504	-87.61375	-121.3069	33.69316	0.00983303	0.00304524	0.00205553	0.0313304	0.00372137	0.00653525	0.0604478	0.0631209	0.0115678	0.0198617	0.013306	0.0130853	0.0362069	0.0494563	0.0810388	0.0997625	0.0129249	0.0231309	0.00374986	0.0222772	0.0205288	0.0160879	0.0506003	0.0283034	0.0238383	0.0443253	0.0205802	0.0799974	0.0328769	0.381138	0.62473	0.863495	1.15808	1.60069	2.62372	0.6974679	0.0111284	0.00344642	0.00232632	0.0354578	0.00421162	0.00739619	0.0684111	0.0714364	0.0130918	0.0224783	0.0150589	0.0148091	0.0409767	0.0559716	0.0917147	0.112905	0.0146276	0.0261781	0.00424386	0.0252119	0.0232332	0.0182073	0.0572664	0.0320321	0.0269787	0.0501647	0.0232914	0.0905361	0.037208	0.258464	0.741536	0.2584638	0.8835961
540	-89.21937	-123.448	34.22865	0.0189935	0.00526927	0.028175	0.0029236	0.00282998	0.0132495	0.0861528	0.0284444	0.0174589	0.0673563	0.0209182	0.0134883	0.0231308	0.0746695	0.0383351	0.0791482	0.0957137	0.0274523	0.0259463	0.0829563	0.0375743	0.0211434	0.0163995	0.022974	0.059936	0.00953902	0.00853077	0.0056998	0.0575605	0.919188	0.959737	0.987261	1.0129	1.04195	1.08792	0.06092906	0.0191473	0.00531193	0.0284031	0.00294727	0.00285289	0.0133568	0.0868503	0.0286747	0.0176002	0.0679016	0.0210875	0.0135975	0.023318	0.0752741	0.0386455	0.0797889	0.0964886	0.0276746	0.0261564	0.0836279	0.0378785	0.0213146	0.0165322	0.02316	0.0604212	0.00961624	0.00859983	0.00574595	0.0580265	0.204645	0.795355	0.2046448	0.9919691
576	-95.99458	-129.8413	33.84673	0.0287712	0.0246267	0.0121906	0.0102327	0.0199954	0.012417	0.0425686	0.0549774	0.000526106	0.0383583	0.032462	0.0636508	0.0550126	0.0179892	0.0752689	0.0997563	0.12002	0.0327907	0.0155061	0.088852	0.00560492	0.0963264	0.0230925	0.0731703	0.0555694	0.0110523	0.00785682	0.0174919	0.0990718	0.784311	0.888263	0.963709	1.03766	1.12579	1.275	0.1756693	0.0232926	0.0199373	0.00986924	0.0082842	0.0161879	0.0100526	0.0344627	0.0445086	0.000425925	0.0310541	0.0262806	0.0515304	0.0445371	0.0145637	0.0609362	0.0807607	0.0971657	0.0265467	0.0125534	0.0719328	0.00453763	0.0779839	0.0186952	0.0592372	0.0449878	0.00894768	0.00636073	0.0141611	0.0802065	0.619952	0.380048	0.6199517	1.235209
612	-90.85927	-124.8572	33.99797	0.0330667	0.0509692	0.0245449	0.0118654	0.0313797	0.00580729	0.0789301	0.114692	0.0308727	0.0218725	0.0291913	0.0197336	0.0708752	0.0832522	0.0413847	0.14288	0.0349614	0.00151787	0.0435586	0.00388399	0.105456	0.0145722	0.036051	0.054106	0.00855263	0.011385	0.0202126	0.0234156	0.0868098	0.967722	0.984126	0.99502	1.005	1.01613	1.03335	0.02372386	0.0267574	0.0412439	0.0198616	0.00960141	0.0253923	0.00469922	0.0638697	0.0928076	0.0249819	0.0176991	0.0236214	0.0159683	0.0573517	0.0673671	0.0334882	0.115617	0.0282905	0.00122825	0.0352474	0.0031429	0.0853339	0.0117917	0.0291722	0.0437822	0.00692073	0.00921269	0.0163559	0.0189477	0.0702459	0.22179	0.77821	0.2217899	1.235799
648	-90.86135	-123.7634	32.90202	0.00482786	0.0129847	0.00808592	0.00437233	0.000945749	0.00298715	0.00807337	0.0254052	0.00994099	0.00991866	0.00310171	0.00241162	0.0101329	0.0213664	0.0316731	0.0335672	0.00208783	0.0135743	0.0231203	0.000936454	0.0132361	0.0165385	0.00807624	0.010549	0.00475233	0.00782396	0.0142798	0.0106746	0.0291379	0.105682	0.334197	0.710391	1.40768	2.99225	9.46236	1.624969	0.0140108	0.0376824	0.0234659	0.0126888	0.00274463	0.0086689	0.0234294	0.0737275	0.0288494	0.0287846	0.00900136	0.00699869	0.0294062	0.0620067	0.0919173	0.0974141	0.00605903	0.0393936	0.0670966	0.00271765	0.0384121	0.0479957	0.0234378	0.0306139	0.0137916	0.0227057	0.041441	0.0309785	0.0845601	0.275354	0.724646	0.2753535	0.344582
684	-93.73017	-127.1171	33.38698	0.000516154	0.0210192	0.00918301	0.00528844	0.00269838	0.00153984	0.0160234	0.0273156	0.0147278	0.0854176	0.00160939	0.0038347	0.0039357	0.0282493	0.0258311	0.0532539	0.00826307	0.0138407	0.00594142	0.00717033	0.0160549	0.0160132	0.0496603	0.0117716	0.0506195	0.00353979	0.0183161	0.00645635	0.0537556	0.191701	0.446821	0.777765	1.28574	2.23803	5.21646	1.194379	0.000918674	0.037411	0.0163443	0.00941261	0.0048027	0.00274068	0.0285192	0.0486175	0.0262132	0.15203	0.00286448	0.00682517	0.00700494	0.0502795	0.0459753	0.0947838	0.014707	0.0246343	0.0105748	0.0127621	0.0285753	0.028501	0.0883877	0.0209516	0.0900948	0.00630029	0.0325998	0.0114913	0.0956767	0.502205	0.497795	0.5022053	0.5618463
720	-97.59695	-131.0287	33.43173	0.00885287	0.00457625	0.0221842	0.0110339	0.000387281	0.0173845	0.0168822	0.0217543	0.0242164	0.011872	0.0128357	0.00773242	0.0538912	0.0113983	0.0191903	0.0326551	0.017819	0.0246183	0.0308811	0.0676244	0.0160055	0.0364822	0.0144333	0.0328755	0.0191652	0.0781287	0.00691582	0.0174746	4.88867e-05	0.21134	0.468589	0.789393	1.2668	2.13407	4.73171	1.123856	0.0138473	0.007158	0.0346997	0.0172588	0.00060577	0.0271922	0.0264066	0.0340272	0.0378785	0.0185697	0.0200771	0.0120948	0.0842946	0.0178288	0.0300168	0.051078	0.0278717	0.038507	0.0483031	0.105776	0.0250353	0.0570642	0.0225761	0.0514226	0.0299775	0.122206	0.0108175	0.0273332	7.64668e-05	0.316341	0.683659	0.3163406	0.6393196
756	-97.1619	-130.6202	33.45831	0.0486482	0.00592649	0.0586764	0.00189108	0.010717	0.000481387	0.0243244	0.00391972	0.0307443	0.0961261	0.014983	0.018256	0.01702	0.0836677	0.00185804	0.0973165	0.0227201	0.00697759	0.00696195	0.0277666	0.0132728	0.0532552	0.011573	0.0476603	0.0482134	0.0138711	0.01202	0.0325857	0.00102541	0.254087	0.512635	0.811831	1.23178	1.95071	3.93566	0.9906617	0.0598777	0.0072945	0.0722208	0.0023276	0.0131908	0.000592505	0.0299392	0.00482451	0.037841	0.118315	0.0184415	0.02247	0.0209487	0.102981	0.00228693	0.11978	0.0279646	0.00858823	0.00856898	0.034176	0.0163366	0.0655481	0.0142444	0.0586618	0.0593426	0.0170729	0.0147946	0.0401075	0.0012621	0.250592	0.749408	0.2505916	0.8124596
792	-92.58411	-126.1284	33.54434	0.0582872	0.0100583	0.00637541	0.0109369	0.0851026	0.00587592	0.161731	0.0567658	0.0362533	0.0490118	0.06929	0.0173577	0.0239563	0.145142	0.00932869	0.141261	0.123623	0.098382	0.00467339	0.0461286	0.0810009	0.0455339	0.0032846	0.110149	0.0501148	0.0416636	0.0273454	0.0559157	0.00273977	0.948319	0.974452	0.991959	1.00811	1.02622	1.0545	0.03836937	0.0369541	0.00637699	0.00404201	0.00693398	0.053955	0.00372534	0.102537	0.0359895	0.0229846	0.0310735	0.0439299	0.0110048	0.0151883	0.0920198	0.00591439	0.0895593	0.0783768	0.0623742	0.00296293	0.0292455	0.0513546	0.0288685	0.00208243	0.0698342	0.0317728	0.0264147	0.017337	0.0354506	0.00173701	0.433412	0.566588	0.433412	1.577287
828	-85.93658	-119.779	33.84244	0.0150827	0.0108821	0.000971677	0.0253606	0.00254143	0.0209992	0.0667764	0.0419302	0.0259453	0.00192381	0.0367951	0.0114766	0.0217597	0.016083	0.0835039	0.24925	0.030799	0.0402022	0.0118794	0.0169722	0.0648619	0.00779527	0.0447542	0.0685979	0.0105442	0.0308435	0.0238354	0.0596921	0.00569502	0.58289	0.768557	0.921156	1.08559	1.30114	1.71559	0.390281	0.0143952	0.0103861	0.000927391	0.0242047	0.0024256	0.0200421	0.0637329	0.0400191	0.0247627	0.00183613	0.0351181	0.0109535	0.0207679	0.01535	0.079698	0.23789	0.0293952	0.0383699	0.0113379	0.0161986	0.0619057	0.00743998	0.0427145	0.0654714	0.0100636	0.0294378	0.022749	0.0569715	0.00543546	0.242255	0.757745	0.2422553	1.047754
864	-87.6511	-121.7458	34.09469	0.0191905	0.00865948	0.0616057	0.0354508	0.00728794	0.0304754	0.0217249	0.0668586	0.00349928	0.0304892	0.0389113	0.0355946	0.00707921	0.0357801	0.0333709	0.0809624	0.0313477	0.00964	0.0162273	0.0123538	0.0618466	0.0269309	0.00984349	0.0421657	0.0201091	0.00265165	0.00823294	0.0236036	0.0120268	0.600907	0.780053	0.925432	1.08058	1.28196	1.66415	0.3682695	0.0241719	0.0109072	0.0775968	0.0446529	0.00917969	0.0383859	0.0273641	0.0842132	0.0044076	0.0384034	0.0490116	0.044834	0.00891679	0.0450676	0.042033	0.101978	0.0394847	0.0121423	0.0204395	0.0155605	0.0779003	0.0339215	0.0123986	0.0531107	0.0253288	0.00333995	0.01037	0.0297305	0.0151487	0.318362	0.681638	0.3183623	0.7939199
900	-92.31654	-126.4018	34.08523	0.000411508	0.0133896	0.0127241	0.00751643	0.0245127	0.0257486	0.0485548	0.0605454	0.0114324	0.00808092	0.0305124	0.0722654	0.0188505	0.0342159	0.0851614	0.149069	0.0131711	0.0141909	0.00585337	0.00864477	0.0416446	0.0342857	0.00176187	0.0253321	0.0391623	0.0238284	0.00968403	0.0949083	0.0177916	0.697229	0.838714	0.946605	1.05641	1.1923	1.43425	0.2607681	0.000440941	0.0143473	0.0136342	0.00805404	0.0262659	0.0275903	0.0520277	0.0648759	0.0122501	0.0086589	0.0326948	0.0774342	0.0201987	0.0366632	0.0912525	0.159731	0.0141132	0.0152059	0.00627203	0.00926308	0.0446232	0.036738	0.00188789	0.027144	0.0419634	0.0255327	0.0103767	0.101697	0.0190641	0.302544	0.697456	0.3025443	0.9332501
936	-92.25883	-126.3525	34.09365	0.0109155	0.0186477	0.00413313	0.025855	0.0320232	0.0125372	0.08701	0.0635889	0.000692649	0.0123015	0.0467284	0.0801731	0.000260839	0.0255307	0.0773355	0.0940306	0.00239363	0.0187484	0.0392063	0.0011354	0.00645025	0.014634	0.00991899	0.00494884	0.0218697	0.0357192	0.00783674	0.0392642	0.0351421	0.622826	0.793802	0.930491	1.0747	1.25976	1.60558	0.3423642	0.0131666	0.0224934	0.0049855	0.031187	0.0386272	0.0151227	0.104954	0.0767026	0.000835492	0.0148384	0.0563651	0.0967069	0.00031463	0.0307959	0.0932841	0.113422	0.00288726	0.0226148	0.0472916	0.00136955	0.00778046	0.0176519	0.0119645	0.00596942	0.0263798	0.0430855	0.00945288	0.0473616	0.0423893	0.396568	0.603432	0.3965679	0.8290316
972	-93.2184	-126.9211	33.70272	0.0132513	0.0210589	0.00340965	0.0115822	0.0210324	0.0165066	0.0190993	0.0257804	0.00492075	0.0285895	0.0352135	0.0309394	0.0579625	0.0609105	0.0462309	0.0495885	0.0523204	0.0038271	0.00441178	0.00553581	0.0141475	0.0177221	0.0504547	0.0393306	0.000321228	0.0492656	0.0018293	0.0314528	0.0318688	0.334368	0.586088	0.846464	1.18138	1.70623	2.99072	0.792132	0.0177023	0.0281325	0.00455492	0.0154725	0.028097	0.0220511	0.0255146	0.0344398	0.00657359	0.0381925	0.0470414	0.0413317	0.0774315	0.0813698	0.0617595	0.0662448	0.0698943	0.0051126	0.00589366	0.00739524	0.0188995	0.0236748	0.067402	0.0525414	0.000429126	0.0658134	0.00244374	0.0420176	0.0425733	0.37395	0.62605	0.3739497	0.748564
1008	-97.29534	-130.8033	33.50792	0.00353411	0.0200421	0.0282766	0.0117651	0.0202054	0.0921208	0.122018	0.151217	0.0847147	0.0884093	0.0518242	0.0131825	0.0968664	0.048463	0.0232787	0.0583603	0.0421778	0.000842282	0.0260736	0.0282375	0.0266892	0.0785804	0.0320091	0.00812551	0.0091546	0.0807351	0.00146374	0.00974083	0.0144041	0.522312	0.728507	0.905903	1.10387	1.37267	1.91456	0.4696261	0.00277727	0.01575	0.0222211	0.00924558	0.0158783	0.0723928	0.0958875	0.118834	0.0665728	0.0694762	0.0407259	0.0103594	0.0761222	0.0380845	0.0182935	0.0458623	0.0331453	0.000661905	0.0204898	0.0221904	0.0209736	0.0617522	0.0251542	0.00638541	0.00719412	0.0634454	0.00115028	0.00765481	0.0113194	0.182666	0.817334	0.1826657	1.272512
1044	-92.63037	-125.9686	33.33821	0.0118954	0.00450976	0.00386529	0.0112323	0.0158232	0.0621638	0.0186948	0.121038	0.0424626	0.00453276	0.0377887	0.0185761	0.0469617	0.0370729	0.0684859	0.0893377	0.0475967	0.00358753	0.036701	0.0481888	0.04807	0.0145783	0.0281895	0.0533407	0.0178036	0.0203376	0.018182	0.0158872	0.0125276	0.25676	0.515259	0.813125	1.22982	1.94077	3.89468	0.9830931	0.0123984	0.00470045	0.00402874	0.0117072	0.0164923	0.0647923	0.0194853	0.126156	0.0442581	0.00472442	0.0393866	0.0193615	0.0489475	0.0386405	0.0713818	0.0931153	0.0496093	0.00373923	0.0382529	0.0502264	0.0501026	0.0151947	0.0293815	0.0555962	0.0185564	0.0211976	0.0189508	0.016559	0.0130574	0.273259	0.726741	0.2732587	0.9594312
